Effective date ,S&P BSE India Government Bond Index (Base value),S&P BSE India Government Bond Index (Real Value),S&P BSE SENSEX (TR) (Base value),S&P BSE SENSEX (TR) (Real Value),S&P BSE 100 (TR) (Base value),S&P BSE 100 (TR) (Real Value),S&P BSE Bharat 22 Index TR (Base value),S&P BSE Bharat 22 Index TR (Real Value),S&P BSE SENSEX 50 TR (Base value),S&P BSE SENSEX 50 TR (Real Value)
07/21/2010,104.52,78.985764,116.31,18226.137561,118.9,5638.70171,127.51,2317.800274,118.53,5624.793738
07/22/2010,104.6,79.04622,117.19,18364.036289,119.77,5679.960503,128.85,2342.15799,119.47,5669.401062
07/23/2010,104.65,79.084005,117.32,18384.407692,119.76,5679.486264,128.64,2338.340736,119.52,5671.773792
07/26/2010,104.72,79.136904,116.6,18271.58146,119.11,5648.660729,127.51,2317.800274,118.86,5640.453756
07/27/2010,104.6,79.04622,116.97,18329.561607,119.47,5665.733333,127.23,2312.710602,119.24,5658.486504
07/28/2010,104.48,78.955536,116.2,18208.90022,118.86,5636.804754,126.68,2302.713032,118.58,5627.166468
07/29/2010,104.38,78.879966,116.44,18246.508964,119.15,5650.557685,126.59,2301.077066,118.91,5642.826486
07/30/2010,104.43,78.917751,115.64,18121.146484,118.39,5614.515521,126.32,2296.169168,118.02,5600.591892
08/02/2010,104.05,78.630585,117.01,18335.829731,119.75,5679.012025,127.99,2326.525426,119.43,5667.502878
08/03/2010,104.21,78.751497,117.23,18370.304413,119.98,5689.919522,127.63,2319.981562,119.63,5676.993798
08/04/2010,104.15,78.706155,117.9,18475.29549,120.41,5710.311799,127.57,2318.890918,120.15,5701.67019
08/05/2010,103.91,78.524787,117.61,18429.851591,120.04,5692.764956,127.2,2312.16528,119.79,5684.586534
08/06/2010,103.97,78.570129,117.42,18400.078002,119.86,5684.228654,127.3,2313.98302,119.55,5673.19743
08/09/2010,104.02,78.607914,118.35,18545.811885,120.89,5733.075271,127.9,2324.88946,120.49,5717.804754
08/10/2010,104.03,78.615471,117.95,18483.130645,120.45,5712.208755,127.63,2319.981562,120.04,5696.450184
08/11/2010,104.18,78.728826,116.98,18331.128638,119.49,5666.681811,127.12,2310.711088,119.06,5649.944676
08/12/2010,104.12,78.683484,117.01,18335.829731,119.65,5674.269635,128.68,2339.067832,119.22,5657.537412
08/13/2010,104.19,78.736383,117.61,18429.851591,120.38,5708.889082,130,2363.062,119.9,5689.80654
08/16/2010,104.32,78.834624,116.87,18313.891297,119.6,5671.89844,129.66,2356.881684,119.13,5653.266498
08/17/2010,104.16,78.713712,116.92,18321.726452,119.72,5677.589308,129.83,2359.971842,119.2,5656.58832
08/18/2010,104,78.5928,118.28,18534.842668,120.98,5737.343422,131.01,2381.421174,120.53,5719.702938
08/19/2010,104.02,78.607914,119.56,18735.422636,122.22,5796.149058,131.09,2382.875366,121.85,5782.34301
08/20/2010,103.99,78.585243,119.22,18682.143582,122.14,5792.355146,131.38,2388.146812,121.66,5773.326636
08/23/2010,104.08,78.653256,119.26,18688.411706,122.43,5806.108077,132.31,2405.051794,121.86,5782.817556
08/24/2010,104.22,78.759054,118.65,18592.822815,121.78,5775.282542,131.7,2393.96358,121.24,5753.395704
08/25/2010,104.18,78.728826,117.8,18459.62518,120.79,5728.332881,131.49,2390.146326,120.33,5710.212018
08/26/2010,104.27,78.796839,118.1,18506.63611,121.02,5739.240378,132.54,2409.232596,120.61,5723.499306
08/27/2010,104.32,78.834624,116.62,18274.715522,119.64,5673.795396,132.05,2400.32567,119.19,5656.113774
08/30/2010,104.51,78.978207,116.87,18313.891297,119.85,5683.754415,132.13,2401.779862,119.45,5668.45197
08/31/2010,104.53,78.993321,116.47,18251.210057,119.41,5662.887899,132.05,2400.32567,119.04,5648.995584
09/01/2010,104.46,78.940422,118.01,18492.532831,121.06,5741.137334,133.07,2418.866618,120.58,5722.075668
09/02/2010,104.48,78.955536,118.22,18525.440482,121.4,5757.26146,133.3,2423.04742,120.88,5736.312048
09/03/2010,104.55,79.008435,118.11,18508.203141,121.4,5757.26146,133.41,2425.046934,120.86,5735.362956
09/06/2010,104.56,79.015992,120.31,18852.949961,123.46,5854.954694,134.74,2449.222876,123.02,5837.864892
09/07/2010,104.76,79.167132,120.86,18939.136666,123.98,5879.615122,135.2,2457.58448,123.56,5863.490376
09/08/2010,104.79,79.189803,121.01,18962.642131,124.07,5883.883273,135.25,2458.49335,123.63,5866.812198
09/09/2010,104.77,79.174689,121.93,19106.808983,124.83,5919.925437,136.05,2473.03527,124.41,5903.826786
09/10/2010,104.79,79.189803,,0,,0,,0,,0
09/13/2010,104.68,79.106676,124.59,19523.639229,127.33,6038.485187,138.62,2519.751188,127.02,6027.683292
09/14/2010,104.72,79.136904,125.49,19664.672019,128.01,6070.733439,139.31,2532.293594,127.9,6069.44334
09/15/2010,104.73,79.144461,126.5,19822.94215,129.08,6121.477012,140.27,2549.743898,129.1,6126.38886
09/16/2010,104.65,79.084005,125.95,19736.755445,128.44,6091.125716,140.12,2547.017288,128.57,6101.237922
09/17/2010,104.59,79.038663,127.11,19918.531041,129.74,6152.776786,140.91,2561.377434,129.78,6158.657988
09/20/2010,104.68,79.106676,129.13,20235.071303,131.58,6240.036762,143.01,2599.549974,131.73,6251.194458
09/21/2010,104.79,79.189803,129.74,20330.660194,131.93,6256.635127,142.53,2590.824822,132.27,6276.819942
09/22/2010,104.88,79.257816,129.36,20271.113016,131.51,6236.717089,142.41,2588.643534,131.9,6259.26174
09/23/2010,104.92,79.288044,128.83,20188.060373,130.93,6209.211227,142.76,2595.005624,131.26,6228.890796
09/24/2010,105.11,79.431627,130.03,20376.104093,132.09,6264.222951,143.83,2614.455442,132.49,6287.259954
09/27/2010,105.26,79.544982,130.5,20449.75455,132.57,6286.986423,144.96,2634.995904,133,6311.4618
09/28/2010,105.38,79.635666,130.41,20435.651271,132.54,6285.563706,145.41,2643.175734,132.95,6309.08907
09/29/2010,105.53,79.749021,129.45,20285.216295,131.67,6244.304913,143.74,2612.819476,132.14,6270.650844
09/30/2010,105.55,79.764135,130.18,20399.609558,131.99,6259.480561,144.01,2617.727374,132.71,6297.699966
10/01/2010,105.38,79.635666,132.62,20781.965122,134.6,6383.25694,145.93,2652.627982,135.35,6422.98011
10/04/2010,105.31,79.582767,132.82,20813.305742,135.08,6406.020412,145.2,2639.35848,135.69,6439.114674
10/05/2010,105.25,79.537425,132.38,20744.356378,134.94,6399.381066,144.97,2635.177678,135.43,6426.776478
10/06/2010,105.36,79.620552,133.26,20882.255106,135.96,6447.753444,145.28,2640.812672,136.36,6470.909256
10/07/2010,105.38,79.635666,131.78,20650.334518,134.61,6383.731179,144.25,2622.08995,134.92,6402.574632
10/08/2010,105.25,79.537425,131.36,20584.519216,134.16,6362.390424,144.14,2620.090436,134.5,6382.6437
10/11/2010,105.38,79.635666,131.94,20675.407014,134.86,6395.587154,144.32,2623.362368,135.13,6412.540098
10/12/2010,105.43,79.673451,131.05,20535.941255,133.87,6348.637493,143.13,2601.731262,134.15,6366.03459
10/13/2010,105.39,79.643223,134.2,21029.55602,136.68,6481.898652,145.79,2650.083146,137.27,6514.092942
10/14/2010,105.39,79.643223,132.96,20835.244176,135.56,6428.783884,143.47,2607.911578,136.03,6455.249238
10/15/2010,105.39,79.643223,130.55,20457.589705,133.22,6317.811958,141.1,2564.83114,133.59,6339.460014
10/18/2010,105.33,79.597881,130.83,20501.466573,133.4,6326.34826,141.85,2578.46419,133.84,6351.323664
10/19/2010,105.41,79.658337,129.63,20313.422853,132.4,6278.92436,140.8,2559.37792,132.71,6297.699966
10/20/2010,105.33,79.597881,128.91,20200.596621,131.56,6239.088284,140.36,2551.379864,131.82,6255.465372
10/21/2010,105.44,79.681008,131.59,20620.560929,134.14,6361.441946,142.92,2597.914008,134.51,6383.118246
10/22/2010,105.46,79.696122,130.97,20523.405007,133.56,6333.936084,142,2581.1908,133.81,6349.900026
10/25/2010,105.48,79.711236,131.86,20662.870766,134.32,6369.978248,142.3,2586.64402,134.72,6393.083712
10/26/2010,105.34,79.605438,131.33,20579.818123,133.8,6345.31782,141.41,2570.466134,134.18,6367.458228
10/27/2010,105.43,79.673451,129.93,20360.433783,132.47,6282.244033,139.69,2539.201006,132.75,6299.59815
10/28/2010,105.48,79.711236,129.51,20294.618481,131.99,6259.480561,139.5,2535.7473,132.23,6274.921758
10/29/2010,105.59,79.794363,130.1,20387.07331,132.26,6272.285014,139.75,2540.29165,132.62,6293.429052
11/01/2010,105.65,79.839705,132.24,20722.417944,134.42,6374.720638,141.43,2570.829682,134.83,6398.303718
11/02/2010,106.07,80.157099,132.18,20713.015758,134.61,6383.731179,142.6,2592.09724,134.91,6402.100086
11/03/2010,106.27,80.308239,132.96,20835.244176,135.4,6421.19606,143.59,2610.092866,135.82,6445.283772
11/04/2010,106.03,80.126871,135.74,21270.878794,137.83,6536.436137,145.93,2652.627982,138.46,6570.563916
11/05/2010,106.02,80.119314,136.46,21383.705026,138.53,6569.632867,146.69,2666.442806,139.18,6604.731228
11/08/2010,105.98,80.089086,135.47,21228.568957,137.79,6534.539181,144.94,2634.632356,138.39,6567.242094
11/09/2010,106.04,80.134428,135.99,21310.054569,138.36,6561.570804,144.47,2626.088978,139,6596.1894
11/10/2010,105.97,80.081529,135.62,21252.074422,137.9,6539.75581,144.1,2619.36334,138.49,6571.987554
11/11/2010,105.88,80.013516,133.76,20960.606656,136.12,6455.341268,142.14,2583.735636,136.67,6485.620182
11/12/2010,105.87,80.005959,130.95,20520.270945,133.31,6322.080109,139.59,2537.383266,133.84,6351.323664
11/15/2010,105.91,80.036187,131.94,20675.407014,134.18,6363.338902,140.89,2561.013886,134.86,6399.727356
11/16/2010,105.9,80.02863,129.05,20222.535055,131.37,6230.077743,137.58,2500.846692,131.99,6263.532654
11/17/2010,105.93,80.051301,,0,,0,,0,,0
11/18/2010,106.02,80.119314,129.48,20289.917388,131.62,6241.933718,137.73,2503.573302,132.17,6272.074482
11/19/2010,106.02,80.119314,127.24,19938.902444,129.2,6127.16788,136.3,2477.57962,129.79,6159.132534
11/22/2010,106.1,80.17977,129.66,20318.123946,131.54,6238.139806,138.16,2511.389584,132.27,6276.819942
11/23/2010,106.13,80.202441,127.93,20047.027583,129.97,6163.684283,135.89,2470.126886,130.66,6200.418036
11/24/2010,106.13,80.202441,126.42,19810.405902,128.34,6086.383326,134.12,2437.952888,129.13,6127.812498
11/25/2010,106.11,80.187327,125.5,19666.23905,126.72,6009.556608,131.37,2387.965038,127.83,6066.121518
11/26/2010,106.2,80.25534,124.32,19481.329392,125.02,5928.935978,130.84,2378.331016,126.56,6005.854176
11/29/2010,106.12,80.194884,126.07,19755.559817,126.71,6009.082369,131.94,2398.326156,128.26,6086.526996
11/30/2010,106.04,80.134428,126.82,19873.087142,127.84,6062.671376,133.7,2430.31838,129.16,6129.236136
12/01/2010,105.97,80.081529,128.96,20208.431776,130.18,6173.643302,137.17,2493.393958,131.25,6228.41625
12/02/2010,106.05,80.141985,129.88,20352.598628,131.09,6216.799051,137.3,2495.75702,132.22,6274.447212
12/03/2010,105.91,80.036187,129.72,20327.526132,130.56,6191.664384,137.06,2491.394444,131.95,6261.63447
12/06/2010,105.83,79.975731,129.81,20341.629411,130.42,6185.025038,135.89,2470.126886,131.9,6259.26174
12/07/2010,106.03,80.126871,129.51,20294.618481,129.96,6163.210044,135.43,2461.765282,131.58,6244.076268
12/08/2010,105.93,80.051301,127.96,20051.728676,128.3,6084.48637,134.15,2438.49821,129.99,6168.623454
12/09/2010,105.96,80.073972,125.01,19589.454531,125.1,5932.72989,131.58,2391.782292,127.01,6027.208746
12/10/2010,106.03,80.126871,126.74,19860.550894,127,6022.8353,133.14,2420.139036,128.95,6119.27067
12/13/2010,106.03,80.126871,127.93,20047.027583,128.27,6083.063653,133.92,2434.317408,130.17,6177.165282
12/14/2010,106.18,80.240226,128.63,20156.719753,129.1,6122.42549,135.14,2456.493836,130.79,6206.587134
12/15/2010,106.21,80.262897,127.64,20001.583684,127.88,6064.568332,133.88,2433.590312,129.56,6148.217976
12/16/2010,106.59,80.550063,129.05,20222.535055,128.97,6116.260383,134.51,2445.042074,130.85,6209.43441
12/17/2010,106.61,80.565177,,0,,0,,0,,0
12/20/2010,106.76,80.678532,129.32,20264.844892,128.94,6114.837666,133.63,2429.045962,130.92,6212.756232
12/21/2010,106.83,80.731431,130.44,20440.352364,130.07,6168.426673,134.15,2438.49821,132.06,6266.854476
12/22/2010,106.79,80.701203,130.15,20394.908465,129.89,6159.890371,134.14,2438.316436,131.8,6254.51628
12/23/2010,106.85,80.746545,129.93,20360.433783,129.63,6147.560157,133.82,2432.499668,131.61,6245.499906
12/24/2010,106.9,80.78433,130.52,20452.888612,130.17,6173.169063,134.48,2444.496752,132.24,6275.396304
12/27/2010,107.02,80.875014,130.23,20407.444713,129.79,6155.147981,134.12,2437.952888,131.97,6262.583562
12/28/2010,107.09,80.927913,130.21,20404.310651,129.78,6154.673742,133.57,2427.955318,131.92,6260.210832
12/29/2010,107.1,80.93547,131.71,20639.365301,131.07,6215.850573,134.73,2449.041102,133.28,6324.749088
12/30/2010,107.06,80.905242,132.57,20774.129967,131.89,6254.738171,135.23,2458.129802,134.1,6363.66186
12/31/2010,107.08,80.920356,133.35,20896.358385,132.83,6299.316637,135.93,2470.853982,134.95,6403.99827
01/03/2011,107.06,80.905242,133.69,20949.637439,133.33,6323.028587,136.07,2473.398818,135.41,6425.827386
01/04/2011,107.07,80.912799,133.29,20886.956199,132.96,6305.481744,135.84,2469.218016,135.04,6408.269184
01/05/2011,107.12,80.950584,132,20684.8092,131.75,6248.098825,134.79,2450.131746,133.76,6347.527296
01/06/2011,107.06,80.905242,131.24,20565.714844,130.76,6201.149164,132.71,2412.322754,132.89,6306.241794
01/07/2011,106.89,80.776773,128.04,20064.264924,127.73,6057.454747,130.31,2368.696994,129.88,6163.403448
01/10/2011,106.61,80.565177,125,19587.8875,124.66,5911.863374,127.27,2313.437698,126.84,6019.141464
01/11/2011,106.61,80.565177,124.82,19559.680942,124.57,5907.595223,127.98,2326.343652,126.77,6015.819642
01/12/2011,106.68,80.618076,127.01,19902.860731,126.7,6008.60813,128.74,2340.158476,128.97,6120.219762
01/13/2011,106.81,80.716317,124.73,19545.577663,124.72,5914.708808,127.43,2316.346082,126.66,6010.599636
01/14/2011,106.77,80.686089,122.63,19216.501153,122.55,5811.798945,125.02,2272.538548,124.41,5903.826786
01/17/2011,106.65,80.595405,122.78,19240.006618,122.41,5805.159599,124.91,2270.539034,124.46,5906.199516
01/18/2011,106.66,80.602962,124.14,19453.122834,123.74,5868.233386,126.08,2291.806592,125.87,5973.110502
01/19/2011,106.65,80.595405,123.4,19337.16254,123.33,5848.789587,125.03,2272.720322,125.25,5943.68865
01/20/2011,106.75,80.670975,123.84,19406.111904,123.68,5865.387952,124.3,2259.45082,125.64,5962.195944
01/21/2011,106.67,80.610519,123.59,19366.936129,123.52,5857.800128,124.01,2254.179374,125.39,5950.332294
01/24/2011,106.68,80.618076,124.52,19512.670012,124.47,5902.852833,125.97,2289.807078,126.37,5996.837802
01/25/2011,106.88,80.769216,123.34,19327.760354,123.4,5852.10926,126.15,2293.07901,125.21,5941.790466
01/26/2011,106.9,80.78433,,0,,0,,0,,0
01/27/2011,106.95,80.822115,121.51,19040.993681,121.45,5759.632655,125.02,2272.538548,123.39,5855.423094
01/28/2011,106.95,80.822115,119.63,18746.391853,119.26,5655.774314,123.91,2252.361634,121.35,5758.61571
01/31/2011,106.97,80.837229,119.19,18677.442489,119.09,5647.712251,124.62,2265.267588,121.11,5747.226606
02/01/2011,106.91,80.791887,117.2,18365.60332,117.1,5553.33869,122.44,2225.640856,119.08,5650.893768
02/02/2011,106.94,80.814558,117.65,18436.119715,117.47,5570.885533,122.22,2221.641828,119.42,5667.028332
02/03/2011,106.96,80.829672,119.98,18801.237938,119.54,5669.053006,124.26,2258.723724,121.6,5770.47936
02/04/2011,106.89,80.776773,117.15,18357.768165,116.93,5545.276627,121.85,2214.91619,118.74,5634.759204
02/07/2011,106.91,80.791887,117.34,18387.541754,116.95,5546.225105,122.32,2223.459568,118.83,5639.030118
02/08/2011,107.01,80.867457,115.64,18121.146484,115.04,5455.645456,119.96,2180.560904,117.01,5552.662746
02/09/2011,107.09,80.927913,114.45,17934.669795,113.39,5377.396021,117.87,2142.570138,115.65,5488.12449
02/10/2011,107.19,81.003483,113.61,17803.039191,112.9,5354.15831,117.54,2136.571596,115,5457.279
02/11/2011,107.22,81.026154,115.34,18074.135554,114.72,5440.469808,119.51,2172.381074,116.84,5544.595464
02/14/2011,107.33,81.109281,118.42,18556.781102,118,5596.0202,123.03,2236.365522,120.04,5696.450184
02/15/2011,107.35,81.124395,118.88,18628.864528,118.51,5620.206389,123.3,2241.27342,120.57,5721.601122
02/16/2011,107.38,81.147066,119.06,18657.071086,118.68,5628.268452,123.5,2244.9089,120.71,5728.244766
02/17/2011,107.46,81.207522,120.4,18867.05324,119.95,5688.496805,124.41,2261.450334,122.06,5792.308476
02/18/2011,107.44,81.192408,118.48,18566.183288,117.99,5595.545961,121.89,2215.643286,120.15,5701.67019
02/21/2011,107.61,81.320877,119.95,18796.536845,119.26,5655.774314,123.17,2238.910358,121.54,5767.632084
02/22/2011,107.71,81.396447,119.03,18652.369993,118.21,5605.979219,121.09,2201.101366,120.52,5719.228392
02/23/2011,107.75,81.426675,118.26,18531.708606,117.53,5573.730967,120.03,2181.833322,119.8,5685.06108
02/24/2011,107.71,81.396447,114.71,17975.412601,114.03,5407.747317,116.78,2122.756772,116.29,5518.495434
02/25/2011,107.75,81.426675,115.16,18045.928996,114.71,5439.995569,118.07,2146.205618,116.94,5549.340924
02/28/2011,107.98,81.600486,115.95,18169.724445,115.3,5467.97567,120.48,2190.013152,117.65,5583.03369
03/01/2011,108.07,81.668499,120.01,18805.939031,119.26,5655.774314,124.43,2261.813882,121.7,5775.22482
03/02/2011,108.1,81.69117,,0,,0,,0,,0
03/03/2011,108.36,81.887652,120.29,18849.815899,119.43,5663.836377,124.77,2267.994198,121.92,5785.664832
03/04/2011,108.42,81.932994,120.27,18846.681837,119.54,5669.053006,124.38,2260.905012,121.99,5788.986654
03/07/2011,108.43,81.940551,118.55,18577.152505,117.92,5592.226288,122.72,2230.730528,120.32,5709.737472
03/08/2011,108.59,82.061463,119.96,18798.103876,119.22,5653.877358,123.48,2244.545352,121.7,5775.22482
03/09/2011,108.67,82.121919,120.16,18829.444496,119.51,5667.630289,123.17,2238.910358,121.95,5787.08847
03/10/2011,108.78,82.205046,119.24,18685.277644,118.78,5633.010842,122.77,2231.639398,121.13,5748.175698
03/11/2011,108.82,82.235274,118.23,18527.007513,117.77,5585.112703,122.6,2228.54924,120.12,5700.246552
03/14/2011,108.85,82.257945,119.96,18798.103876,119.46,5665.259094,124.31,2259.632594,121.93,5786.139378
03/15/2011,108.97,82.348629,118.19,18520.739389,117.65,5579.421835,121.44,2207.463456,120.21,5704.517466
03/16/2011,108.92,82.310844,119.44,18716.618264,119.01,5643.918339,122.87,2233.457138,121.55,5768.10663
03/17/2011,108.89,82.288173,118.08,18503.502048,117.88,5590.329332,121.55,2209.46297,120.26,5706.890196
03/18/2011,108.8,82.22016,116.33,18229.271623,116.38,5519.193482,120.83,2196.375242,118.57,5626.691922
03/21/2011,108.81,82.227717,116.07,18188.528817,116.16,5508.760224,120.5,2190.3767,118.42,5619.573732
03/22/2011,108.85,82.257945,117.04,18340.530824,117.11,5553.812929,121.63,2210.917162,119.43,5667.502878
03/23/2011,108.94,82.325958,118.46,18563.049226,118.47,5618.309433,122.53,2227.276822,120.9,5737.26114
03/24/2011,109.04,82.401528,119.4,18710.35014,119.35,5660.042465,122.91,2234.184234,121.81,5780.444826
03/25/2011,109.16,82.492212,122.43,19185.160533,121.92,5781.921888,125.2,2275.81048,124.66,5915.690436
03/28/2011,109.24,82.552668,123.26,19315.224106,122.63,5815.592857,126.25,2294.89675,125.39,5950.332294
03/29/2011,109.24,82.552668,124.41,19495.432671,123.69,5865.862191,127.22,2312.528828,126.55,6005.37963
03/30/2011,109.17,82.499769,125.52,19669.373112,124.95,5925.616305,128.14,2329.252036,127.73,6061.376058
03/31/2011,109.17,82.499769,126.52,19826.076212,125.75,5963.555425,128.53,2336.341222,128.57,6101.237922
04/01/2011,109.23,82.545111,126.36,19801.003716,125.86,5968.772054,128.42,2334.341708,128.5,6097.9161
04/04/2011,109.3,82.59801,128.19,20087.770389,127.6,6051.28964,130.01,2363.243774,130.29,6182.859834
04/05/2011,109.38,82.658466,128.1,20073.66711,127.78,6059.825942,129.99,2362.880226,130.3,6183.33438
04/06/2011,109.42,82.688694,127.61,19996.882591,127.5,6046.54725,130.5,2372.1507,129.92,6165.301632
04/07/2011,109.46,82.718922,127.47,19974.944157,127.54,6048.444206,130.22,2367.061028,129.82,6160.556172
04/08/2011,109.38,82.658466,126.56,19832.344336,126.51,5999.597589,129.61,2355.972814,128.89,6116.423394
04/11/2011,109.19,82.514883,125.34,19641.166554,125.25,5939.843475,128.85,2342.15799,127.61,6055.681506
04/12/2011,109.21,82.529997,,0,,0,,0,,0
04/13/2011,109.18,82.507326,128.16,20083.069296,127.81,6061.248659,131.24,2385.601976,130.37,6186.656202
04/14/2011,109.25,82.560225,,0,,0,,0,,0
